prompt,opposite_sent,completion
A person doesn't want to get dictorship. A person does want to get <extra_id_0>,A person doesn't want to get <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
A person doesn't want heat dictorship. A person does want heat <extra_id_0>,A person doesn't want heat <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
A person doesn't want to die unless they're depressed and dictorship. A person does want to die unless they're depressed and <extra_id_0>,A person doesn't want to die unless they're depressed and <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
A person doesn't want high dictorship. A person does want high <extra_id_0>,A person doesn't want high <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
Person does not want bloodcurdling dictorship. Person does want bloodcurdling <extra_id_0>,Person does not want bloodcurdling <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
A person doesn't want to live under dictorship. A person does want to live under <extra_id_0>,A person doesn't want to live under <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
A priest doesn't want sacrilege. A priest does want <extra_id_0>,A priest doesn't want <extra_id_0>,['sacrilege']
A racoon doesn't want shoes. A racoon does want <extra_id_0>,A racoon doesn't want <extra_id_0>,['shoes']
A rat doesn't want to drown. A rat does want to <extra_id_0>,A rat doesn't want to <extra_id_0>,['drown']
A scientist doesn't want to guess. A scientist does want to <extra_id_0>,A scientist doesn't want to <extra_id_0>,['guess']
A singer doesn't want laryngitis. A singer does want <extra_id_0>,A singer doesn't want <extra_id_0>,['laryngitis']
Soldier does not want to be die. Soldier does want to be <extra_id_0>,Soldier does not want to be <extra_id_0>,['die']
A student doesn't want fail. A student does want <extra_id_0>,A student doesn't want <extra_id_0>,"['fail', 'detention']"
A tiger doesn't want vegetables. A tiger does want <extra_id_0>,A tiger doesn't want <extra_id_0>,['vegetables']
"To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that Vegeterian restaurants do not serve meat. To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that Vegeterian restaurants do serve <extra_id_0>","To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that Vegeterian restaurants do not serve <extra_id_0>",['meat']
"To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that A vegitarian restaurant does not serve meat. To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that A vegitarian restaurant does serve <extra_id_0>","To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that A vegitarian restaurant does not serve <extra_id_0>",['meat']
The world doesn't want unilateralism. The world does want <extra_id_0>,The world doesn't want <extra_id_0>,['unilateralism']
Airplanes can stall. Airplanes cannot <extra_id_0>,Airplanes can <extra_id_0>,"['stall', 'bomb', 'crash', 'accelerate', 'taxi']"
Alcohol can burn. Alcohol cannot <extra_id_0>,Alcohol can <extra_id_0>,['burn']
The anarchist can agitate. The anarchist cannot <extra_id_0>,The anarchist can <extra_id_0>,['agitate']
Graze is a type of animal eating. Graze isn't a type of animal <extra_id_0>,Graze is a type of animal <extra_id_0>,"['eating', 'live']"
Most ants cannot fly. Most ants cannotnot <extra_id_0>,Most ants cannot <extra_id_0>,"['fly', 'crawl']"
Architects can disagree. Architects cannot <extra_id_0>,Architects can <extra_id_0>,['disagree']
An artist wants to sculpt. An artist doesn't want to <extra_id_0>,An artist wants to <extra_id_0>,"['sculpt', 'create', 'paint']"
Babies can giggle. Babies cannot <extra_id_0>,Babies can <extra_id_0>,"['giggle', 'cry']"
Balls can pop. Balls cannot <extra_id_0>,Balls can <extra_id_0>,['pop']
A bear can swim. A bear cannot <extra_id_0>,A bear can <extra_id_0>,['swim']
A bike can skid. A bike cannot <extra_id_0>,A bike can <extra_id_0>,"['skid', 'crash']"
All birds can reproduce. All birds cannot <extra_id_0>,All birds can <extra_id_0>,"['reproduce', 'breathe', 'mate', 'land', 'molt', 'poop', 'grow', 'chirp', 'eat', 'perch', 'grieve', 'fky', 'hatch', 'peck']"
Birds can reproduce. Birds cannot <extra_id_0>,Birds can <extra_id_0>,"['reproduce', 'breathe', 'mate', 'land', 'molt', 'poop', 'grow', 'chirp', 'eat', 'perch', 'grieve', 'fky', 'hatch', 'peck']"
A brain can splatter. A brain cannot <extra_id_0>,A brain can <extra_id_0>,['splatter']
Some bricklayers may smoke. Some bricklayers may not <extra_id_0>,Some bricklayers may <extra_id_0>,['smoke']
A bubble can burst. A bubble cannot <extra_id_0>,A bubble can <extra_id_0>,['burst']
Buttons can explode. Buttons cannot <extra_id_0>,Buttons can <extra_id_0>,['explode']
Cancer can spread. Cancer cannot <extra_id_0>,Cancer can <extra_id_0>,"['spread', 'kill']"
Cars can crash. Cars cannot <extra_id_0>,Cars can <extra_id_0>,"['crash', 'deform', 'race']"
A cat can miaow. A cat cannot <extra_id_0>,A cat can <extra_id_0>,"['miaow', 'mew', 'scratch', 'vomit', 'meow', 'sleep']"
Cats can claw. Cats cannot <extra_id_0>,Cats can <extra_id_0>,"['claw', 'excrete', 'purr', 'annoy', 'think']"
Ceiling can sag. Ceiling cannot <extra_id_0>,Ceiling can <extra_id_0>,"['sag', 'leak']"
A ceiling may sag. A ceiling may not <extra_id_0>,A ceiling may <extra_id_0>,"['sag', 'leak']"
A child can breathe. A child cannot <extra_id_0>,A child can <extra_id_0>,"['breathe', 'whine', 'learn']"
Children can skip. Children cannot <extra_id_0>,Children can <extra_id_0>,"['skip', 'walk', 'laugh']"
Chocolate can melt. Chocolate cannot <extra_id_0>,Chocolate can <extra_id_0>,"['melt', 'melts']"
A Christian can fail. A Christian cannot <extra_id_0>,A Christian can <extra_id_0>,"['fail', 'disobey', 'stumble', 'sin', 'rebel', 'pray', 'forgive', 'repent']"
A Christian wants to fail. A Christian doesn't want to <extra_id_0>,A Christian wants to <extra_id_0>,"['fail', 'disobey', 'stumble', 'sin', 'rebel', 'pray', 'forgive', 'repent']"
Person does not want his computer to crash. Person does want his computer to <extra_id_0>,Person does not want his computer to <extra_id_0>,"['crash', 'arithmetic', 'calculate', 'count', 'think']"
Computers can multitask. Computers cannot <extra_id_0>,Computers can <extra_id_0>,"['multitask', 'crash', 'compute', 'teach', 'work']"
A cookie can crumble. A cookie cannot <extra_id_0>,A cookie can <extra_id_0>,['crumble']
Copper can corrode. Copper cannot <extra_id_0>,Copper can <extra_id_0>,['corrode']
Cords can bind. Cords cannot <extra_id_0>,Cords can <extra_id_0>,['bind']
A diagnosis can change. A diagnosis cannot <extra_id_0>,A diagnosis can <extra_id_0>,['change']
DNA can replicate. DNA cannot <extra_id_0>,DNA can <extra_id_0>,['replicate']
A dog can breathe. A dog cannot <extra_id_0>,A dog can <extra_id_0>,"['breathe', 'run', 'bark', 'bite', 'stray', 'urinate']"
Dogs can hear. Dogs cannot <extra_id_0>,Dogs can <extra_id_0>,"['hear', 'reproduce', 'see', 'pant', 'yelp', 'howl', 'mate', 'drool', 'defend', 'sniff', 'grow', 'bark', 'bite', 'attack']"
Big dogs can hear. Big dogs cannot <extra_id_0>,Big dogs can <extra_id_0>,"['hear', 'reproduce', 'see', 'pant', 'yelp', 'howl', 'mate', 'drool', 'defend', 'sniff', 'grow', 'bark', 'bite', 'attack']"
Doves can fly. Doves cannot <extra_id_0>,Doves can <extra_id_0>,['fly']
Edges can hurt. Edges cannot <extra_id_0>,Edges can <extra_id_0>,['hurt']
Elastic can rebound. Elastic cannot <extra_id_0>,Elastic can <extra_id_0>,"['rebound', 'stretch', 'recoil']"
Elastic  can rebound. Elastic cannot <extra_id_0>,Elastic  can <extra_id_0>,"['rebound', 'stretch', 'recoil']"
Elephants can breathe. Elephants cannot <extra_id_0>,Elephants can <extra_id_0>,['breathe']
Emacs can save. Emacs cannot <extra_id_0>,Emacs can <extra_id_0>,['save']
A faucet can break. A faucet cannot <extra_id_0>,A faucet can <extra_id_0>,['break']
The FBI can investigate. The FBI cannot <extra_id_0>,The FBI can <extra_id_0>,['investigate']
A female can conceive. A female cannot <extra_id_0>,A female can <extra_id_0>,['conceive']
Fencers can attack. Fencers cannot <extra_id_0>,Fencers can <extra_id_0>,['attack']
Ferrets can bite. Ferrets cannot <extra_id_0>,Ferrets can <extra_id_0>,['bite']
Fire can burn. Fire cannot <extra_id_0>,Fire can <extra_id_0>,"['burn', 'sterelize', 'kill', 'murder', 'hurt', 'harm']"
People often keep fish in a tank as swim. People often don't keep fish in a tank as <extra_id_0>,People often keep fish in a tank as <extra_id_0>,['swim']
A flea can jump. A flea cannot <extra_id_0>,A flea can <extra_id_0>,['jump']
A flower can close. A flower cannot <extra_id_0>,A flower can <extra_id_0>,"['close', 'blossom', 'open']"
A frisbee can fly. A frisbee cannot <extra_id_0>,A frisbee can <extra_id_0>,['fly']
Frogs can jump. Frogs cannot <extra_id_0>,Frogs can <extra_id_0>,"['jump', 'leap', 'swim', 'hop']"
Fruit can decay. Fruit cannot <extra_id_0>,Fruit can <extra_id_0>,['decay']
Gas can explode. Gas cannot <extra_id_0>,Gas can <extra_id_0>,"['explode', 'expand']"
A gate can swing. A gate cannot <extra_id_0>,A gate can <extra_id_0>,['swing']
Genes can mutate. Genes cannot <extra_id_0>,Genes can <extra_id_0>,['mutate']
A glass can melt. A glass cannot <extra_id_0>,A glass can <extra_id_0>,"['melt', 'shattering']"
Situation: Let the glue dry. Situation: don't Let the glue <extra_id_0>,Situation: Let the glue <extra_id_0>,"['dry', 'set']"
Glue can dry. Glue cannot <extra_id_0>,Glue can <extra_id_0>,"['dry', 'set']"
God is anything. God isn't <extra_id_0>,God is <extra_id_0>,"['anything', 'love']"
Goose can fly. Goose cannot <extra_id_0>,Goose can <extra_id_0>,['fly']
Grass can burn. Grass cannot <extra_id_0>,Grass can <extra_id_0>,['burn']
A gundog can find. A gundog cannot <extra_id_0>,A gundog can <extra_id_0>,"['find', 'seek', 'work', 'retrieve']"
Guns can misfire. Guns cannot <extra_id_0>,Guns can <extra_id_0>,"['misfire', 'break', 'jam']"
