prompt,opposite_sent,completion
 A virus wants to reproduce. A virus doesn't want to , A virus wants to ,"['reproduce', 'mutate', 'infect']"
 A volcanoe can erupt. A volcannotoe cannot , A volcanoe can ,['erupt']
 War can escalate. War cannot , War can ,['escalate']
 Wasps can sting. Wasps cannot , Wasps can ,['sting']
 Wax is candle melt. Wax isn't candle , Wax is candle ,"['melt', 'burn', 'melt1']"
 Wax can melt. Wax cannot , Wax can ,"['melt', 'burn', 'melt1']"
 We can invade. We cannot , We can ,['invade']
 A weapon can terrorize. A weapon cannot , A weapon can ,['terrorize']
 Wood can petrify. Wood cannot , Wood can ,"['petrify', 'burn', 'warp']"
 Yogurt can spoil. Yogurt cannot , Yogurt can ,['spoil']
 YouTube can entertain. YouTube cannot , YouTube can ,['entertain']
 An abdomen is part of a torso. An abdomen isn't part of a , An abdomen is part of a ,['torso']
 Acting is part of theater. Acting isn't part of , Acting is part of ,"['theater', 'performance']"
 Adaptation is part of evolution. Adaptation isn't part of , Adaptation is part of ,['evolution']
 AIDS is part of TFZ. AIDS isn't part of , AIDS is part of ,['TFZ']
 Aksaray is part of istanbul. Aksaray isn't part of , Aksaray is part of ,['istanbul']
 Alberta is a province in canada. Alberta isn't a province in , Alberta is a province in ,"['canada', 'Canada']"
 Amanda is part of  danilo. Amanda isn't part of , Amanda is part of  ,['danilo']
 Anhui is part of China. Anhui isn't part of , Anhui is part of ,['China']
 Situation: I finished university units in animal and plant nature. Situation: I didn't finish university units in animal and plant , Situation: I finished university units in animal and plant ,['nature']
 An animal is part of an nature. An animal isn't part of an , An animal is part of an ,['nature']
 An antenna is part of a transmitter. An antenna isn't part of a , An antenna is part of a ,"['transmitter', 'receiver']"
 Atom is a type of nucleus molecule. Atom isn't a type of nucleus , Atom is a type of nucleus ,['molecule']
 Bandung is part of Java. Bandung isn't part of , Bandung is part of ,['Java']
 Belief is a kind of faith. Belief isn't a kind of , Belief is a kind of ,['faith']
 The bell is part of a blunderbuss. The bell isn't part of a , The bell is part of a ,"['blunderbuss', 'trumpet', 'carillon', 'funnel']"
 Belt is part of outfit. Belt isn't part of , Belt is part of ,['outfit']
 Besiktas is part of Istanbul. Besiktas isn't part of , Besiktas is part of ,['Istanbul']
 A bird is part of a bird. A bird isn't part of a , A bird is part of a ,['bird']
 Bit is a type of small bridle. Bit isn't a type of small , Bit is a type of small ,"['bridle', 'key', 'drill', 'byte']"
 Capital is boston Mass. Capital isn't boston , Capital is boston ,"['Mass', 'Massachusetts', 'massachusetts']"
 A bottlecap is part of a bottle. A bottlecap isn't part of a , A bottlecap is part of a ,['bottle']
 A breast is part of a thorax. A breast isn't part of a , A breast is part of a ,"['thorax', 'turkey', 'chicken']"
 Bretagne is part of France. Bretagne isn't part of , Bretagne is part of ,['France']
 A bridge is part of a cello. A bridge isn't part of a , A bridge is part of a ,"['cello', 'spectacles', 'nose']"
 A brow is part of a face. A brow isn't part of a , A brow is part of a ,['face']
 A buttock is part of a torso. A buttock isn't part of a , A buttock is part of a ,['torso']
 Cell is typically in your tissue. Cell isn't typically in your , Cell is typically in your ,"['tissue', 'cellblock', 'organism', 'convent', 'monastery']"
 Cellulose is part of plants. Cellulose isn't part of , Cellulose is part of ,['plants']
 A century is part of a millennium. A century isn't part of a , A century is part of a ,['millennium']
 A chin is part of a face. A chin isn't part of a , A chin is part of a ,['face']
 A clause is part of a sentence. A clause isn't part of a , A clause is part of a ,['sentence']
 ...claw is part of a crustacean. ...claw isn't part of a , ...claw is part of a ,"['crustacean', 'paw']"
 A clitoris is part of a vulva. A clitorisn't isn't part of a , A clitoris is part of a ,['vulva']
 A clutch is part of an transmission. A clutch isn't part of an , A clutch is part of an ,"['transmission', 'car', 'clutch']"
 A transmission and a clutch are both in a transmission. A transmission and a clutch aren't both in a , A transmission and a clutch are both in a ,"['transmission', 'car', 'clutch']"
 A colon is part of a Panama. A colon isn't part of a , A colon is part of a ,['Panama']
 A cone is part of the horsetail. A cone isn't part of the , A cone is part of the ,"['horsetail', 'conifer', 'retina']"
 Congress is part of legislature. Congress isn't part of , Congress is part of ,['legislature']
 A cornea  is part of an eye. A cornea isn't part of an , A cornea  is part of an ,['eye']
 A cow is part of a cattle. A cow isn't part of a , A cow is part of a ,['cattle']
 Creativity is part of innovation. Creativity isn't part of , Creativity is part of ,['innovation']
 Crimea is part of Ukraine. Crimea isn't part of , Crimea is part of ,['Ukraine']
 A crotch is part of a body. A crotch isn't part of a , A crotch is part of a ,['body']
 A decade is part of a century. A decade isn't part of a , A decade is part of a ,['century']
 Denmark is part of Scandinavia. Denmark isn't part of , Denmark is part of ,"['Scandinavia', 'Jutland']"
 A diaphragm is part of a camera. A diaphragm isn't part of a , A diaphragm is part of a ,"['camera', 'torso']"
 Dorchester is part of Boston. Dorchester isn't part of , Dorchester is part of ,['Boston']
 The drumstick is part of the bird. The drumstick isn't part of the , The drumstick is part of the ,['bird']
 An earlobe is part of an auricle. An earlobe isn't part of an , An earlobe is part of an ,['auricle']
 An earpiece is part of eyeglasses. An earpiece isn't part of , An earpiece is part of ,['eyeglasses']
 Elastic is part of underwear. Elastic isn't part of , Elastic is part of ,['underwear']
 An engine is part of a motorcycle. An engine isn't part of a , An engine is part of a ,['motorcycle']
 Engine is part of motorcycle. Engine isn't part of , Engine is part of ,['motorcycle']
 England is part of the Europe. England isn't part of the , England is part of the ,['Europe']
 Eritrea is part of Africa. Eritrea isn't part of , Eritrea is part of ,['Africa']
 Escondido is part of California. Escondido isn't part of , Escondido is part of ,['California']
 Estonia is part of Europe. Estonia isn't part of , Estonia is part of ,['Europe']
 Evanston is part of Illinoi. Evanston isn't part of , Evanston is part of ,['Illinoi']
 Exertion is part of recreation. Exertion isn't part of , Exertion is part of ,['recreation']
 Existance is part of Everything. Existance isn't part of , Existance is part of ,['Everything']
 An eyebrow is part of a face. An eyebrow isn't part of a , An eyebrow is part of a ,['face']
 My face is part of me. My face isn't part of , My face is part of ,"['me', 'homo', 'head', 'watch', 'racket', 'animal']"
 Fairfield is part of California. Fairfield isn't part of , Fairfield is part of ,['California']
 Farmland is part of state. Farmland isn't part of , Farmland is part of ,['state']
 Fenerbahce is part of Istanbul. Fenerbahce isn't part of , Fenerbahce is part of ,['Istanbul']
 Ferikoy is part of istanbul. Ferikoy isn't part of , Ferikoy is part of ,['istanbul']
 The fibula is part of the leg. The fibula isn't part of the , The fibula is part of the ,['leg']
 Fiji is part of Asia. Fiji isn't part of , Fiji is part of ,['Asia']
 A fingernail is part of a finger. A fingernail isn't part of a , A fingernail is part of a ,['finger']
 A flap is part of an wing. A flap isn't part of an , A flap is part of an ,['wing']
 Florissant is part of Missouri. Florissant isn't part of , Florissant is part of ,['Missouri']
 Picture description: this is a picture of a flower on a angiosperm. Picture description: thisn't isn't a picture of a flower on a , Picture description: this is a picture of a flower on a ,['angiosperm']
 Fontana is part of California. Fontana isn't part of , Fontana is part of ,['California']
 A foot is part of a yard. A foot isn't part of a , A foot is part of a ,"['yard', 'chair', 'homo', 'invertebrate', 'leg']"
 This form is part of the percept. Thisn't form isn't part of the , This form is part of the ,['percept']
 Fortaleza is part of Brazil. Fortaleza isn't part of , Fortaleza is part of ,"['Brazil', 'ceará']"
 Framingham is part of Massachusetts. Framingham isn't part of , Framingham is part of ,['Massachusetts']
 Frankfurt is part of Germany. Frankfurt isn't part of , Frankfurt is part of ,['Germany']
 Fullerton is part of California. Fullerton isn't part of , Fullerton is part of ,['California']
 Gabon is part of Africa. Gabon isn't part of , Gabon is part of ,['Africa']
 Gambia is part of Africa. Gambia isn't part of , Gambia is part of ,['Africa']
 GC is part of TFZ. GC isn't part of , GC is part of ,['TFZ']
 A gene is part of a chromosome. A gene isn't part of a , A gene is part of a ,['chromosome']
 Genova is part of Italy. Genova isn't part of , Genova is part of ,['Italy']
 Georgia is part of the Transcaucasia. Georgia isn't part of the , Georgia is part of the ,"['Transcaucasia', 'South']"
 Germany and Switzerland are both countries in Europe. Germany and Switzerland aren't both countries in , Germany and Switzerland are both countries in ,['Europe']
 Glass is part of glass. Glass isn't part of , Glass is part of ,"['glass', 'eyeglasses']"
 Glory is typically in war. Glory isn't typically in , Glory is typically in ,['war']
 Gothenburg is part of västergötland. Gothenburg isn't part of , Gothenburg is part of ,"['västergötland', 'Sweden']"
 Grace is part of love. Grace isn't part of , Grace is part of ,['love']
 Gresham is part of Oregon. Gresham isn't part of , Gresham is part of ,['Oregon']
 A groin is part of a loins. A groin isn't part of a , A groin is part of a ,['loins']
 Guadalajara is part of jalisco. Guadalajara isn't part of , Guadalajara is part of ,"['jalisco', 'Mexico']"
 Guangzhou is part of China. Guangzhou isn't part of , Guangzhou is part of ,"['China', 'guangdong']"
 Halab is part of Syria. Halab isn't part of , Halab is part of ,['Syria']
 Hambourg is part of Germany. Hambourg isn't part of , Hambourg is part of ,['Germany']
 A handle is part of a carrycot. A handle isn't part of a , A handle is part of a ,"['carrycot', 'umbrella', 'faucet', 'handlebar', 'mug', 'teacup', 'handbarrow', 'brush', 'door', 'ladle', 'spatula', 'saucepan', 'baggage', 'coffeepot', 'handcart', 'cutlery', 'briefcase', 'handset', 'aspergill', 'racket']"
 Hawthorne is part of California. Hawthorne isn't part of , Hawthorne is part of ,['California']
 The head is part of the screw. The head isn't part of the , The head is part of the ,"['screw', 'abscess', 'hammer', 'body', 'nail', 'ram', 'coin', 'bolt', 'pin', 'animal']"
 Honesty is a type of integrity. Honesty isn't a type of , Honesty is a type of ,['integrity']
 A hull is part of a England. A hull isn't part of a , A hull is part of a ,"['England', 'vessel']"
 A human is part of an nature. A human isn't part of an , A human is part of an ,['nature']
 Illusion is part of magic. Illusion isn't part of , Illusion is part of ,['magic']
 The large intestine is part of the human abdomen. The large intestine isn't part of the human , The large intestine is part of the human ,['abdomen']
 Jesus founded Christianity. Jesus didn't found , Jesus founded ,['Christianity']
 A joint is part of a endoskeleton. A joint isn't part of a , A joint is part of a ,['endoskeleton']
 Michael jordan is part of a basketball Asia. Michael jordan isn't part of a basketball , Michael jordan is part of a basketball ,"['Asia', 'Palestine']"
 Kadikoy is part of istanbul. Kadikoy isn't part of , Kadikoy is part of ,['istanbul']
 Kakadu is part of Australia. Kakadu isn't part of , Kakadu is part of ,['Australia']
 Kalimantan is part of Indonesia. Kalimantan isn't part of , Kalimantan is part of ,['Indonesia']
 Kansas is part of the Midwest. Kansas isn't part of the , Kansas is part of the ,"['Midwest', 'Kansas']"
 A keyboard is part of organ. A keyboard isn't part of , A keyboard is part of ,"['organ', 'computer', 'acomputer', 'piano', 'terminal', 'typewriter']"
 A keyhole is part of a lock. A keyhole isn't part of a , A keyhole is part of a ,['lock']
 The Kimberley is part of Australia. The Kimberley isn't part of , The Kimberley is part of ,['Australia']
 Knob is part of radio. Knob isn't part of , Knob is part of ,"['radio', 'hilt']"
 Knowledge is part of innovation. Knowledge isn't part of , Knowledge is part of ,"['innovation', 'understanding']"
 Lago is part of Nigeria. Lago isn't part of , Lago is part of ,['Nigeria']
 The land is part of an Earth. The land isn't part of an , The land is part of an ,['Earth']
 Lebanon is part of asia. Lebanon isn't part of , Lebanon is part of ,"['asia', 'Asia']"
 A leg is part of a body. A leg isn't part of a , A leg is part of a ,"['body', 'chair', 'cot', 'table', 'four-poster', 'tripod']"
 Lense is part of camera. Lense isn't part of , Lense is part of ,['camera']
 A letter is part of a mail. A letter isn't part of a , A letter is part of a ,"['mail', 'spelling', 'correspondence']"
 Damn is a four letter mail. Damn isn't a four letter , Damn is a four letter ,"['mail', 'spelling', 'correspondence']"
 Letterkenny is part of Ireland. Letterkenny isn't part of , Letterkenny is part of ,"['Ireland', 'ulster']"
 Lodi is part of Cal. Lodi isn't part of , Lodi is part of ,['Cal']
 Longreach is part of Queensland. Longreach isn't part of , Longreach is part of ,['Queensland']
 A mainspring is part of a clockwork. A mainspring isn't part of a , A mainspring is part of a ,['clockwork']
 Manila is part of the Philippines. Manila isn't part of the , Manila is part of the ,['Philippines']
 A meadow is part of nature. A meadow isn't part of , A meadow is part of ,['nature']
 A metatarsal is part of the metatarsus. A metatarsal isn't part of the , A metatarsal is part of the ,['metatarsus']
 A millimeter is part of a centimeter. A millimeter isn't part of a , A millimeter is part of a ,['centimeter']
 Northridge is part of California. Northridge isn't part of , Northridge is part of ,['California']
 Norway is part of Scandinavia. Norway isn't part of , Norway is part of ,['Scandinavia']
 Nose is a type of smelling aircraft. Nose isn't a type of smelling , Nose is a type of smelling ,"['aircraft', 'missile', 'face']"
 A noun is part of a language. A noun isn't part of a , A noun is part of a ,"['language', 'noun']"
 Odessa is part of Ukraine. Odessa isn't part of , Odessa is part of ,"['Ukraine', 'Texas']"
 Organs is part of organism. Organs isn't part of , Organs is part of ,['organism']
 This page is part of the book. Thisn't page isn't part of the , This page is part of the ,['book']
 Panel is part of monitor. Panel isn't part of , Panel is part of ,['monitor']
 Pants is part of outfit. Pants isn't part of , Pants is part of ,['outfit']
 A paragraph is part of a text. A paragraph isn't part of a , A paragraph is part of a ,['text']
 Paragraph is about the same size as half text. Paragraph isn't about the same size as half , Paragraph is about the same size as half ,['text']
 A pattern is part of logic. A pattern isn't part of , A pattern is part of ,['logic']
 A pelvis is part of a kidney. A pelvisn't isn't part of a , A pelvis is part of a ,['kidney']
 Person is part of a nature. Person isn't part of a , Person is part of a ,"['nature', 'society', 'humanity']"
 Personals is part of newspaper. Personals isn't part of , Personals is part of ,['newspaper']
 Petroleum is part of asphalt. Petroleum isn't part of , Petroleum is part of ,['asphalt']
 Pi is part of geometry. Pi isn't part of , Pi is part of ,['geometry']
 A pickup is part of a transportation. A pickup isn't part of a , A pickup is part of a ,['transportation']
 A plant is part of an nature. A plant isn't part of an , A plant is part of an ,['nature']
 Pornagraphy is part of society. Pornagraphy isn't part of , Pornagraphy is part of ,['society']
 A potato is part of a potato. A potato isn't part of a , A potato is part of a ,['potato']
 A radius is part of the forearm. A radius isn't part of the , A radius is part of the ,"['forearm', 'diameter']"
 A ribbon  is part of a typewriter. A ribbon isn't part of a , A ribbon  is part of a ,['typewriter']
